axis,level,slack,cap_sigma,seed,steer_napp,steer_nop,steer_nsys,edge_napp,edge_nsys,app_not_full_frac,app_unserved_mean,full_service_feasible,manip_app_gas_frac,manip_app_gas_rel,manip_app_gas_dem,manip_op_gasprice_frac,manip_op_gasprice_rel,manip_op_stake_frac,manip_op_stake_rel,manip_op_gas_frac,manip_op_gas_rel
slack,4.0,4.0,0.8,9,0.0,0.3843019634501786,0.4186598268162637,0.0,0.4186598268162637,0.25,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.6681217549082556,1.0,1.7327271326571234,0.0,0.0
slack,8.0,8.0,0.8,0,0.1843234893511715,0.6541570756805243,0.6541570756805243,0.1843234893511715,0.6541570756805243,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4255632137676976,0.0,0.0
slack,8.0,8.0,0.8,1,0.0,0.8848295994450692,0.5522777587886055,0.0,0.5522777587886055,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.137229403657158,0.0,0.0
slack,8.0,8.0,0.8,2,0.25,0.7429288847798601,0.7423622118016041,0.25,0.7423622118016041,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,4.207995595689607,0.6666666666666666,7.208188523929052,0.0,0.0
slack,8.0,8.0,0.8,3,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
slack,8.0,8.0,0.8,4,0.0,0.4744165726577756,0.050651410280347,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3.143365694681666,0.0,0.0
slack,8.0,8.0,0.8,5,0.0,0.749085669132536,0.2634796689057805,0.0,0.2634796689057805,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3757245771690649,0.0,0.0
slack,8.0,8.0,0.8,6,0.0,0.2310269640962184,0.278017630650109,0.0,0.278017630650109,0.25,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,1.0498669436619357,0.6666666666666666,0.4777800930642395,0.0,0.0
slack,8.0,8.0,0.8,7,0.0,0.3613757656932096,0.3813437619460446,0.0,0.3813437619460446,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0831348742106964,1.0,0.3024138538645531,0.0,0.0
slack,8.0,8.0,0.8,8,0.0,0.088916219670145,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.1833002794955392e-16,0.0,0.0
slack,8.0,8.0,0.8,9,0.0,0.3843019634501786,0.4186598268162637,0.0,0.4186598268162637,0.25,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.6681217549082556,1.0,1.7327271326571234,0.0,0.0
