cap_scale,seed,w_app,w_op,w_sys,napp,nsys
0.5,16,0.8,0.0,0.2,0.4909466845201047,0.1334922804649285
0.5,16,0.8,0.2,0.0,0.5373050938911292,0.18711316481998766
0.5,16,1.0,0.0,0.0,0.5300116191787316,0.15580783652152147
0.5,17,0.0,0.0,1.0,0.1744785203420616,0.21385464146772312
0.5,17,0.0,0.2,0.8,0.23175733072531565,0.27194799519832047
0.5,17,0.0,0.4,0.6,0.23175733072531565,0.27194799519832047
0.5,17,0.0,0.6,0.4,0.23175733072531565,0.27194799519832047
0.5,17,0.0,0.8,0.2,0.23175733072531565,0.27194799519832047
0.5,17,0.0,1.0,0.0,0.15492069668945832,0.13492275787055677
0.5,17,0.2,0.0,0.8,0.44310128013044814,0.18592686709906908
0.5,17,0.2,0.2,0.6,0.3623043585620799,0.20727070117295635
0.5,17,0.2,0.4,0.4,0.3666676262176803,0.20921287772599298
0.5,17,0.2,0.6,0.2,0.5092682818623862,0.1777978362333926
0.5,17,0.2,0.8,0.0,0.4705107157474598,0.09377086705955828
0.5,17,0.4,0.0,0.6,0.4033126723399949,0.17665257319667416
0.5,17,0.4,0.2,0.4,0.43885560790974215,0.1553380719285923
0.5,17,0.4,0.4,0.2,0.4180453491019402,0.17874688398585126
0.5,17,0.4,0.6,0.0,0.41735140753280586,0.16974620667959672
0.5,17,0.6,0.0,0.4,0.47371373776050696,0.16139335161550805
0.5,17,0.6,0.2,0.2,0.5002136404797357,0.1693371676144178
0.5,17,0.6,0.4,0.0,0.3910334077984204,0.18698582893911564
0.5,17,0.8,0.0,0.2,0.4736684271859013,0.18498681138701403
0.5,17,0.8,0.2,0.0,0.3910334077984204,0.18698582893911564
0.5,17,1.0,0.0,0.0,0.506781496332555,0.05550375175618587
0.5,18,0.0,0.0,1.0,0.16254467271807022,0.07834191783490058
0.5,18,0.0,0.2,0.8,0.16425228343441822,0.0625496221371073
0.5,18,0.0,0.4,0.6,0.16425228343441822,0.0625496221371073
0.5,18,0.0,0.6,0.4,0.15346891703513424,0.10765299224478014
0.5,18,0.0,0.8,0.2,0.11872418182748168,0.11554686490747025
0.5,18,0.0,1.0,0.0,0.09456197227114782,0.1010047950564723
0.5,18,0.2,0.0,0.8,0.15961458850206384,0.0994007821169011
