seed,n_apps,n_ops,exact,slack,cap_sigma,ask_sigma,stake_alpha,supply_demand,cap_cv,ask_cv,stake_cv,capacity_cv,price_compat,stake_cover,napp_0.0_0.0_1.0,nop_0.0_0.0_1.0,nsys_0.0_0.0_1.0,napp_0.0_0.2_0.8,nop_0.0_0.2_0.8,nsys_0.0_0.2_0.8,napp_0.0_0.4_0.6,nop_0.0_0.4_0.6,nsys_0.0_0.4_0.6,napp_0.0_0.6_0.4,nop_0.0_0.6_0.4,nsys_0.0_0.6_0.4,napp_0.0_0.8_0.2,nop_0.0_0.8_0.2,nsys_0.0_0.8_0.2,napp_0.0_1.0_0.0,nop_0.0_1.0_0.0,nsys_0.0_1.0_0.0,napp_0.2_0.0_0.8,nop_0.2_0.0_0.8,nsys_0.2_0.0_0.8,napp_0.2_0.2_0.6,nop_0.2_0.2_0.6,nsys_0.2_0.2_0.6,napp_0.2_0.4_0.4,nop_0.2_0.4_0.4,nsys_0.2_0.4_0.4,napp_0.2_0.6_0.2,nop_0.2_0.6_0.2,nsys_0.2_0.6_0.2,napp_0.2_0.8_0.0,nop_0.2_0.8_0.0,nsys_0.2_0.8_0.0,napp_0.4_0.0_0.6,nop_0.4_0.0_0.6,nsys_0.4_0.0_0.6,napp_0.4_0.2_0.4,nop_0.4_0.2_0.4,nsys_0.4_0.2_0.4,napp_0.4_0.4_0.2,nop_0.4_0.4_0.2,nsys_0.4_0.4_0.2,napp_0.4_0.6_0.0,nop_0.4_0.6_0.0,nsys_0.4_0.6_0.0,napp_0.6_0.0_0.4,nop_0.6_0.0_0.4,nsys_0.6_0.0_0.4,napp_0.6_0.2_0.2,nop_0.6_0.2_0.2,nsys_0.6_0.2_0.2,napp_0.6_0.4_0.0,nop_0.6_0.4_0.0,nsys_0.6_0.4_0.0,napp_0.8_0.0_0.2,nop_0.8_0.0_0.2,nsys_0.8_0.0_0.2,napp_0.8_0.2_0.0,nop_0.8_0.2_0.0,nsys_0.8_0.2_0.0,napp_1.0_0.0_0.0,nop_1.0_0.0_0.0,nsys_1.0_0.0_0.0,manip_app_gas_frac,manip_app_gas_rel,manip_op_gasprice_frac,manip_op_gasprice_rel,manip_op_stake_frac,manip_op_stake_rel,manip_op_gas_frac,manip_op_gas_rel
10000,20,10,False,1.4984303349971373,0.42369915251643075,0.34456540633883803,2.6849006726881255,1.3367888701622104,0.5152658322469793,0.2520237414182852,0.31925509430414445,0.5260395457650993,0.865,1.0,0.6124798099376242,1.059994004976379,1.0,0.5775990539306611,0.9643745561458339,0.9025451647742171,0.5775990539306611,0.9643745561458339,0.9025451647742171,0.5775990539306611,0.9643745561458339,0.9025451647742171,0.5303727812597331,1.0,0.9470416193615825,0.5303727812597331,1.0,0.9470416193615825,0.5297895449308687,1.280560682590428,1.115927096556827,0.7115878633496638,1.547710378110358,1.3392791694696746,0.7115878633496638,1.547710378110358,1.3392791694696746,0.7115878633496638,1.547710378110358,1.3392791694696746,0.5171267670090698,1.1615170384273832,1.053367654833683,0.5519958164549413,1.2600687487930657,1.1343458736428813,0.5519958164549413,1.2600687487930657,1.1343458736428813,0.6019958164549413,1.2779885166887093,1.1350727548560255,0.6697581639958972,1.2319054102212599,1.0462160104683482,0.6309735877307399,1.0871578652897547,1.0698792142985827,0.6124288436877313,1.0802057332175632,0.9167220732702046,0.6519154706791108,0.9662442521010726,0.847058777095025,0.7378295836014456,1.0738116150350223,0.9835598771040421,0.6781561741054425,0.9877170481945279,0.9091577731665543,0.7279366256343848,0.6259898681970174,0.5962065929572343,0.8,0.3078273761556033,0.4,0.46073374402148903,0.2,0.10479939499113293,0.2,0.1435277283406755
10001,20,10,False,2.9773567884791547,0.6294702331215974,0.2030909108462595,4.657940240356439,5.9887744200408966,0.5851678961419816,0.15233022369822952,0.10595487310492925,0.5056782877801229,0.715,1.0,0.65,1.0539164861519803,1.0,0.75,1.0,0.9639879761243088,0.75,1.0,0.9639879761243088,0.75,1.0,0.9639879761243088,0.75,1.0,0.9639879761243088,0.75,1.0,0.9639879761243088,0.65,1.0539164861519803,1.0,0.75,1.0684913324156702,0.9847061695501371,0.75,1.0684913324156702,0.9847061695501371,0.65,1.0266625526528017,1.0095523902625883,0.8,0.9952475067803686,0.945409819967859,0.65,1.0539164861519803,1.0,0.75,1.0,0.9639879761243088,0.75,1.0,0.9639879761243088,0.75,1.0,0.9639879761243088,0.8,0.9396631639475475,0.8820253869904932,0.75,1.0,0.9639879761243088,0.7403462873945259,1.1134596947740367,1.0153541956506356,0.8,0.8922480030566532,0.854108359591021,0.8,0.8846953244756945,0.8683641730738298,0.8,0.5962921833640003,0.5682302420681566,0,0.0,0.4,0.4395011897845572,0.2,0.0,0.4,0.0008851360943537429
10002,20,10,False,2.259384012934957,0.25001496845587956,0.32965214495956996,1.2368940858139092,2.825349087416298,0.3178411173031413,0.4624557952797139,0.8333289498936387,0.560722230453742,0.785,1.0,0.6550372186607887,0.6269697658202094,1.0,0.7527907365451767,0.8739106978492535,1.16247610373539,0.7527907365451767,0.8739106978492535,1.16247610373539,0.7066864218532801,1.0,0.7858450373075101,0.7066864218532801,1.0,0.7858450373075101,0.7066864218532801,1.0,0.7858450373075101,0.8,0.885073701983153,1.1088657855131665,0.75,1.0495328397993953,1.0446132793510434,0.6734235378416633,1.121119727510205,0.938962943503605,0.6734235378416633,1.121119727510205,0.938962943503605,0.6734235378416633,1.121119727510205,0.938962943503605,0.8579766873668486,0.6573834800760499,0.9098511750346242,0.85,0.9201278842361061,0.9183937912853242,0.6734235378416633,1.121119727510205,0.938962943503605,0.85,1.0440938585409412,0.9528901891506654,0.8579766873668486,0.6573834800760499,0.9098511750346242,0.8916871032870303,0.8276173382036405,0.8708622132104944,0.85,1.1064440549165655,1.0360357752528955,0.8579766873668486,0.6573834800760499,0.9098511750346242,0.8579766873668486,0.8052806098201524,0.8965510428377333,0.9,0.5135939542684539,0.7718640536385679,0.4,0.5210803081340668,0.6,0.7430513241900272,0.6,0.7068577379644021,0.4,0.42056554680887837
10003,20,10,False,2.714731147439389,0.7381242745136783,0.5988375672694449,3.0035680170325696,2.1222708882907697,0.7577356265803309,0.5627713633254576,0.14287780457899293,0.5391489935993814,0.685,1.0,0.4172592380066601,0.850127144822756,1.0,0.5105519527008949,0.9999999999999999,1.1446641743789658,0.5105519527008949,0.9999999999999999,1.1446641743789658,0.5105519527008949,0.9999999999999999,1.1446641743789658,0.5105519527008949,0.9999999999999999,1.1446641743789658,0.5105519527008949,0.9999999999999999,1.1446641743789658,0.4609506654140132,0.7421935028772543,0.8722133710159385,0.6267729083814276,0.706322286128802,0.8529151310181292,0.5616969337121156,0.7657359693191881,0.8361713731297035,0.5616969337121156,0.7657359693191881,0.8361713731297035,0.5616969337121156,0.7657359693191881,0.8361713731297035,0.5741095413497236,0.7228428366585845,0.8302900424664423,0.6206764841069021,0.739427753867003,0.8045199847164731,0.6206764841069021,0.739427753867003,0.8045199847164731,0.6206764841069021,0.739427753867003,0.8045199847164731,0.5243474927293365,0.9615610330162327,1.0567046389943628,0.65,0.7186865812014646,0.7891600709193316,0.65,0.7186865812014646,0.7891600709193316,0.6,0.658489998964223,0.7630902639943523,0.731818385453155,0.8934340515866612,1.1156704187240523,0.6531138947444268,0.4014537219017108,0.4527487797081985,0,0.0,1,2.6650272988634582,0.6,1.4538140261004817,0.6,0.9324919125569306
10004,20,10,False,4.585290834509796,0.3020165535170063,0.2757448369824369,4.650161155578553,5.596621193057578,0.5251785165842356,0.219976517681898,0.2925642015561081,0.6856388562569768,0.94,1.0,0.75,0.8177936927270009,1.0,0.8,0.9481836221815929,0.9214027879071801,0.7000000000000001,0.981166668642241,0.9928011819521939,0.7000000000000001,0.981166668642241,0.9928011819521939,0.8,0.9990481180029078,0.9388772139150918,0.85,1.0,0.9406169427555816,0.65,0.8705887720852367,0.9435543745446373,0.75,0.949790054879198,1.0166228660276073,0.75,0.949790054879198,1.0166228660276073,0.85,1.132981613959619,1.0723510963701994,0.8955884358663573,0.9463463776087359,0.9045842269390062,0.785783253642926,0.8984434987957621,0.9136932561155106,1.0,0.9137769879449398,0.8790599956848546,1.0,0.9137769879449398,0.8790599956848546,1.0,0.9137769879449398,0.8790599956848546,0.9,0.9806956662520031,0.9652368401072015,1.0,0.9156337936822739,0.8804193058474817,1.0,0.9157949615454458,0.876196968865876,0.95,0.8853094814971961,0.8621787190229013,1.0,0.9037393288702367,0.8665161213329814,1.0,0.44394524633093924,0.42389424312877916,0.2,3.349340238677073e-17,0.8,3.550583656433828,0.6,0.36294656451239327,0.2,0.599085950528133
10005,20,10,False,0.5199315476333268,0.3283382659859888,0.5855503539063089,18.58783987602238,0.6216995157511696,0.2519153824072711,0.8027590780265611,0.05918341146077941,0.7520032758596708,0.68,1.0,0.37883888788671866,1.0391870197129849,1.0,0.3176821718869049,1.0,0.9608105177418734,0.3176821718869049,1.0,0.9608105177418734,0.3176821718869049,1.0,0.9608105177418734,0.3176821718869049,1.0,0.9608105177418734,0.3176821718869049,1.0,0.9608105177418734,0.3331829341722064,0.9162709154419906,0.8839401727112507,0.32809779308639375,0.9720194270259062,0.9271227316067377,0.3601217115014371,0.7905281906190719,0.7621810596755545,0.40732756735851233,0.9577381303457275,0.924025883116772,0.40732756735851233,0.9577381303457275,0.924025883116772,0.3331829341722064,0.9162709154419906,0.8839401727112507,0.40732756735851233,0.9577381303457275,0.924025883116772,0.40732756735851233,0.9577381303457275,0.924025883116772,0.40732756735851233,0.9577381303457275,0.924025883116772,0.446230905279074,0.9639973426114858,0.9312136113689666,0.5925773826562984,0.9329114071218021,0.8951760087816234,0.4806520828662013,0.761645722951024,0.7393300893391792,0.6027522604200624,0.9490123714168226,0.909480849234264,0.4891331800088247,1.163793152059765,1.1170875795788466,0.5416175404028724,0.503450990740618,0.48816484155776046,0.8,0.31366592915482355,0.6,1.3869132864054792,0.4,0.8663480413068645,0.2,1.1517620733285068
10006,20,10,False,0.4055359293592724,0.7162921591222379,0.2476865112823955,18.95269349631566,0.5404949098388296,0.6117113975049724,0.17978402256357967,0.018734518624185646,0.8923498685490989,0.74,1.0,0.1687641038688617,1.0125036954476867,1.0,0.19756857169960074,1.0,0.9713691244917189,0.19756857169960074,1.0,0.9713691244917189,0.19756857169960074,1.0,0.9713691244917189,0.19756857169960074,1.0,0.9713691244917189,0.19756857169960074,1.0,0.9713691244917189,0.27143003560271844,1.2561198464182335,1.2327638576909015,0.32268276887573744,1.8171501266534629,1.7730727734464466,0.32268276887573744,1.8171501266534629,1.7730727734464466,0.32268276887573744,1.8171501266534629,1.7730727734464466,0.32268276887573744,1.8171501266534629,1.7730727734464466,0.27143003560271844,1.2561198464182335,1.2327638576909015,0.2955067378257833,1.0602267270715136,1.0443621652668178,0.2955067378257833,1.0602267270715136,1.0443621652668178,0.2955067378257833,1.0602267270715136,1.0443621652668178,0.27275483617462054,0.9101359908242939,0.9007981987081695,0.26616345379572653,1.2535761093656206,1.2326741250844222,0.26616345379572653,1.2535761093656206,1.2326741250844222,0.3306509082298894,1.0069403949810998,0.9938554960965086,0.31799584954552845,0.8393587965756691,0.8186064081715234,0.35802158650471766,0.5446554699218633,0.534981854217338,0.6,0.24066161408217152,0.4,4.711790537682476,0.2,0.0,0,0.0
10007,20,10,False,4.336447982091132,0.05199757745022793,0.2318012871147768,23.266596437287383,7.459589613942215,0.24478512540552555,0.19800339933736782,0.03561475799157224,0.7365006439768664,0.935,1.0,0.8,0.9586307858528182,1.0,0.8990407564754604,0.9942596560046857,1.0544637240018664,0.8990407564754604,1.0,1.0544637240018664,0.8990407564754604,1.0,1.0544637240018664,0.8990407564754604,1.0,1.0544637240018664,0.8990407564754604,1.0,1.0544637240018664,0.8568200157644096,0.9377664721756118,1.0022379330793363,0.95,0.991641489193804,1.0544915236246022,0.95,0.991641489193804,1.0544915236246022,0.95,0.991641489193804,1.0544915236246022,0.9332582172410971,0.9717376609116237,1.0247196468959547,0.8568200157644096,0.9377664721756118,1.0022379330793363,1.0,0.7775645827924633,0.8177193183818572,1.0,0.7775645827924633,0.8177193183818572,1.0,0.7775645827924633,0.8177193183818572,0.9708216774539963,0.8208730205115443,0.864437707242045,1.0,0.9534664379412683,1.0145022929128171,1.0,0.9534664379412683,1.0145022929128171,0.9181668620293596,0.8349116646168301,0.8700132267686334,1.0,0.9534664379412683,1.0145022929128171,0.9708216774539963,0.5250378678594818,0.5476403649968029,0,0.0,1,3.0164848574334338,0.6,1.1082206662175753,0.8,2.6685708862951163
10008,20,10,False,1.842884164083612,0.45184745293804895,0.38136459949266477,29.66892045955428,2.19357439276021,0.5706814229798469,0.300165467069567,0.026973273470687835,0.6903853912320429,0.86,1.0,0.6432294660854861,1.0650514275777239,1.0,0.6854217172074296,0.9999999999999999,0.9487003651153689,0.6854217172074296,0.9999999999999999,0.9487003651153689,0.6854217172074296,0.9999999999999999,0.9487003651153689,0.6854217172074296,0.9999999999999999,0.9487003651153689,0.6854217172074296,0.9999999999999999,0.9487003651153689,0.7345666224312015,0.9206113655304763,0.8603365825011167,0.8716423720977513,1.02121149224993,0.9522763338867708,0.8716423720977513,1.02121149224993,0.9522763338867708,0.8716423720977513,1.02121149224993,0.9522763338867708,0.8716423720977513,1.02121149224993,0.9522763338867708,0.8464539821948623,0.9853157673988386,0.9179939637466242,0.6977686010897033,0.8683547600375552,0.8137798352505087,0.8340521294916248,0.897210107809518,0.8324223863536209,0.8340521294916248,0.897210107809518,0.8324223863536209,0.8464539821948623,0.9853157673988386,0.9179939637466242,0.850392205426665,0.9652803372135146,0.8991635856955854,0.9065154443841879,0.9143771294246407,0.8410498683415727,0.9481099336371319,0.9273657474524822,0.8775486646184916,0.9425429951768799,0.7526242655229746,0.7038703292271898,0.9216423720977514,0.47507132971559995,0.4448029630507981,0,3.6416397970136815e-17,0.8,5.842600015072477,0.2,0.526512412490152,0.8,1.2480205871866967
10009,20,10,False,1.5280572959236076,0.5611843726008378,0.36224150649424847,6.132216878850478,1.502904226895529,0.40044121862701193,0.39702026607933294,0.2066711513925868,0.723489437162304,0.91,1.0,0.7685419065204093,0.7247766455016044,1.0,0.7428952219515392,0.9952655998422281,1.3649797747834675,0.811366312174754,1.0302119130701723,1.3523930598422784,0.7062965238862635,0.9917591107631921,1.268904197864951,0.7329080137875916,1.0,1.2783825147274568,0.7329080137875916,1.0,1.2783825147274568,0.901371540398219,0.6924677574246098,0.9300019155296526,0.593009320570282,0.9130802772396888,1.1876284195506261,0.593009320570282,0.9130802772396888,1.1876284195506261,0.7144096091164938,0.7133753834004298,0.9427906584020602,0.7144096091164938,0.7133753834004298,0.9427906584020602,0.6363365708006641,0.617479983738637,0.9209215252878347,0.8392206578608182,0.8733199958275406,1.0846917885493659,0.8392206578608182,0.8733199958275406,1.0846917885493659,0.7844896030181328,0.9229146658457673,1.1321850947527003,0.7402878656480244,0.9613207239382037,1.1767744313193922,0.8390404799109041,0.5838349060363406,0.7145378863820188,0.797439671636766,0.928236313193429,1.1924937824804152,0.9078866244867493,0.6926635908242459,0.9137993391513718,0.8014525682879072,0.44174616524788807,0.5970051952360043,0.8192255349645491,0.29154253173443556,0.36790569307342325,0.4,0.0011912494009001177,0.6,0.3953935817860719,0.2,0.2380086486471644,0,0.0
10010,20,10,False,0.3867142313136335,0.041430628897571764,0.4356387173682529,49.031401756771984,0.48134124511800175,0.32731025408069475,0.4104401307426945,0.015444629192759886,0.3719776072124528,0.865,1.0,0.38040916938117836,0.808731230588389,1.0,0.2636188490672752,0.9819961216269991,1.2073949594984335,0.2636188490672752,0.9819961216269991,1.2073949594984335,0.2636188490672752,0.9819961216269991,1.2073949594984335,0.2636188490672752,0.9819961216269991,1.2073949594984335,0.36892224083211406,1.0,1.2333074051342015,0.4373472358523206,1.0349136120254614,1.277157299207396,0.2563126232775915,0.9649741509665439,1.1942629161612115,0.2563126232775915,0.9649741509665439,1.1942629161612115,0.2922682916181375,1.0036241132152959,1.2395976854626394,0.2922682916181375,1.0036241132152959,1.2395976854626394,0.47018189030595525,1.019273810216717,1.260240882106466,0.445258313039782,0.9529697465104491,1.175914238870832,0.5119861491267371,0.8509998126463256,1.050631967123866,0.5294323561133653,0.8199602654176672,1.0112505189376262,0.40486245612771554,0.8179889457488918,1.0065281892844413,0.445258313039782,0.9529697465104491,1.175914238870832,0.38503473740480126,0.8866506729006454,1.0977204726158885,0.547226137867328,0.757644499029072,0.9337199102886008,0.5091321869711958,0.6805120972132768,0.8376409652715675,0.5160535477930904,0.3782651213191427,0.4642266014401413,0.4,0.028782655323444654,0.8,2.2323140629753855,0,0.0,0.6,0.6489770205162623
10011,20,10,False,1.4102451242680782,0.8666633375922181,0.1821977479131353,2.6941858187044274,1.9671296774162212,1.112590204617155,0.10581981724683356,0.21103135544400706,0.7097249859029164,0.64,1.0,0.2815764075808827,0.7773738407028096,1.0,0.39410804147692935,1.0124498145182201,1.1604601563826462,0.39410804147692935,1.0124498145182201,1.1604601563826462,0.39410804147692935,1.0124498145182201,1.1604601563826462,0.43993701968239163,0.9999999999999999,1.1397306861964407,0.43993701968239163,0.9999999999999999,1.1397306861964407,0.481105626383787,0.9463264780639803,1.0821821447336766,0.3981085446932129,0.9052731174586092,1.161584113679855,0.3981085446932129,0.9052731174586092,1.161584113679855,0.3981085446932129,0.9052731174586092,1.161584113679855,0.3981085446932129,0.9052731174586092,1.161584113679855,0.3264270110226608,0.8687570718665449,1.123176744119655,0.47483062901323203,0.9819276192343732,1.1259700581280192,0.47483062901323203,0.9819276192343732,1.1259700581280192,0.44410804147692934,0.9847748294343797,1.1287579647703532,0.33875914507379856,0.8585822778023258,1.1043112976393354,0.481105626383787,0.9463264780639803,1.0821821447336766,0.481105626383787,0.9463264780639803,1.0821821447336766,0.481105626383787,0.9463264780639803,1.0821821447336766,0.481105626383787,0.9463264780639803,1.0821821447336766,0.4554573592604376,0.07083733812373577,0.08612215810185843,0.2,0.0,0.8,21.811585959955124,0.2,0.4328507189528955,0,0.0
