slack,cap_sigma,stake,rule,weights,seed,supply_demand,role,agent,coord,factor,true_util,service,gain,rel_gain
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,gas,0.25,21.798101632362453,0.1409857811684057,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,gas,0.5,21.798101632362453,0.1409857811684057,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,gas,0.8,21.798101632362453,0.1409857811684057,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,gas,1.25,21.798101632362453,0.1409857811684057,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,gas,2.0,21.798101632362453,0.1409857811684057,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,gas,4.0,21.798101632362453,0.1409857811684057,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,gasprice,0.25,21.798101632362453,0.1409857811684057,-21.798101632362453,-1.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,gasprice,0.5,21.798101632362453,0.1409857811684057,-21.798101632362453,-1.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,gasprice,0.8,21.798101632362453,0.1409857811684057,-5.800869067990668,-0.26611808522712976
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,gasprice,1.25,21.798101632362453,0.1409857811684057,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,gasprice,2.0,21.798101632362453,0.1409857811684057,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,gasprice,4.0,21.798101632362453,0.1409857811684057,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,stake,0.25,21.798101632362453,0.1409857811684057,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,stake,0.5,21.798101632362453,0.1409857811684057,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,stake,0.8,21.798101632362453,0.1409857811684057,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,stake,1.25,21.798101632362453,0.1409857811684057,-10.061264384011539,-0.4615660828498078
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,stake,2.0,21.798101632362453,0.1409857811684057,-10.061264384011539,-0.4615660828498078
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,0,stake,4.0,21.798101632362453,0.1409857811684057,-21.798101632362453,-1.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,gas,0.25,1.5594527659868662,1.0,-1.1695895744901497,-0.75
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,gas,0.5,1.5594527659868662,1.0,-0.7797263829934331,-0.5
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,gas,0.8,1.5594527659868662,1.0,-0.31189055319737324,-0.2
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,gas,1.25,1.5594527659868662,1.0,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,gas,2.0,1.5594527659868662,1.0,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,gas,4.0,1.5594527659868662,1.0,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,gasprice,0.25,1.5594527659868662,1.0,-1.5594527659868662,-1.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,gasprice,0.5,1.5594527659868662,1.0,-1.5594527659868662,-1.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,gasprice,0.8,1.5594527659868662,1.0,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,gasprice,1.25,1.5594527659868662,1.0,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,gasprice,2.0,1.5594527659868662,1.0,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,gasprice,4.0,1.5594527659868662,1.0,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,stake,0.25,1.5594527659868662,1.0,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,stake,0.5,1.5594527659868662,1.0,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,stake,0.8,1.5594527659868662,1.0,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,stake,1.25,1.5594527659868662,1.0,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,stake,2.0,1.5594527659868662,1.0,-1.5594527659868662,-1.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,1,stake,4.0,1.5594527659868662,1.0,-1.5594527659868662,-1.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,gas,0.25,15.997232564371785,0.52430426531884,-8.369394292522355,-0.5231776345592575
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,gas,0.5,15.997232564371785,0.52430426531884,-0.7415560206729221,-0.046355269118514765
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,gas,0.8,15.997232564371785,0.52430426531884,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,gas,1.25,15.997232564371785,0.52430426531884,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,gas,2.0,15.997232564371785,0.52430426531884,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,gas,4.0,15.997232564371785,0.52430426531884,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,gasprice,0.25,15.997232564371785,0.52430426531884,-15.997232564371785,-1.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,gasprice,0.5,15.997232564371785,0.52430426531884,-15.997232564371785,-1.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,gasprice,0.8,15.997232564371785,0.52430426531884,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,gasprice,1.25,15.997232564371785,0.52430426531884,5.800869067990668,0.36261703670609036
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,gasprice,2.0,15.997232564371785,0.52430426531884,5.800869067990668,0.36261703670609036
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,gasprice,4.0,15.997232564371785,0.52430426531884,5.800869067990668,0.36261703670609036
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,stake,0.25,15.997232564371785,0.52430426531884,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,stake,0.5,15.997232564371785,0.52430426531884,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,stake,0.8,15.997232564371785,0.52430426531884,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,stake,1.25,15.997232564371785,0.52430426531884,0.0,0.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,stake,2.0,15.997232564371785,0.52430426531884,-4.260395316020871,-0.26632077135075255
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,2,stake,4.0,15.997232564371785,0.52430426531884,-15.997232564371785,-1.0
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,gas,0.25,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,gas,0.5,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,gas,0.8,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,gas,1.25,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,gas,2.0,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,gas,4.0,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,gasprice,0.25,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,gasprice,0.5,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,gasprice,0.8,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,gasprice,1.25,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,gasprice,2.0,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,gasprice,4.0,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,stake,0.25,0.0,0.0,11.384245135273414,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,stake,0.5,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,stake,0.8,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,stake,1.25,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,stake,2.0,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,app,3,stake,4.0,0.0,0.0,0.0,
0.5,0.0,pareto,min,sys,3,0.2500777234106901,op,0,gas,0.25,8.987343380689397,,-8.344382001287348,-0.9284592396031575
